Año,Mes,Region,Frecuencia,fuente
2022,Enero,Región de Arica y Parinacota,3,CEAD
2022,Enero,Región de Tarapacá,5,CEAD
2022,Enero,Región de Antofagasta,1,CEAD
2022,Enero,Región de Atacama,2,CEAD
2022,Enero,Región de Coquimbo,4,CEAD
2022,Enero,Región de Valparaíso,10,CEAD
2022,Enero,Región Metropolitana de Santiago,44,CEAD
2022,Enero,Región del Libertador Gral. Bernardo O’Higgins,3,CEAD
2022,Enero,Región del Maule,2,CEAD
2022,Enero,Región de Ñuble,0,CEAD
2022,Enero,Región del Biobío,9,CEAD
2022,Enero,Región de La Araucanía,8,CEAD
2022,Enero,Región de Los Ríos,2,CEAD
2022,Enero,Región de Los Lagos,4,CEAD
2022,Enero,Región de Aysén del Gral. Carlos Ibáñez del Campo,0,CEAD
2022,Enero,Región de Magallanes y de la Antártica Chilena,0,CEAD
